season,episode,character,line
S08,E15,Ross," Uh, I’m going to take off."
S08,E15,Phoebe," All right. Oh! Shoot! Oh shoot! Uh, Rachel wanted to see this tape!"
S08,E15,Ross, What is it?
S08,E15,Phoebe, It’s a video of my friend giving birth. Could you just bring it back to your apartment?
S08,E15,Ross, All right.  ‘Candy and Cookie?’
S08,E15,Phoebe," Yeah. Candy’s the mother, Cookie’s the daughter. The father’s also Cookie. Why am I friends with these people?"
S08,E15,Monica,"  Phoebe, c’mere. I want to show you something in the bathroom."
S08,E15,Phoebe," Oh, Monica, grow up!"
S08,E15,Ross," Hey, what’s behind your back?"
S08,E15,Monica, Nothing. Just something I want to get Phoebe’s opinion on for Valentine’s Day.
S08,E15,Ross, You don’t want my opinion?
S08,E15,Monica, Not really.
S08,E15,Ross," Come on, I’m your older brother, ask me!"
S08,E15,Monica," All right, big brother.  Which of these do you think would make your little sister look hotter, so your best friend would want to do her?"
S08,E15,Ross,  The red one.
S08,E15,Phoebe,"  Hey. Look, I know you’ve been really depressed lately, so I brought someone over to cheer you up. Right outside this door is a real, live, furry playmate."
S08,E15,Joey," No, I’m not sleeping with your friend Jane again."
S08,E15,Phoebe, He-hee!
S08,E15,Joey," Hey! A dog! Hi! Who, you got to admit, looks a lot like Jane."
S08,E15,Phoebe," This is the happiest dog in the world. I borrowed him from my friend Wendy. Now, you can only keep him until he cheers you up. And he will cheer you up!"
S08,E15,Joey," Thanks so much, Pheebs!  We are going to have so much fun, yes we are!  Oh! Not that kind of fun."
S08,E15,Chandler, Happy Valentine’s!
S08,E15,Monica,"  Okay! I’ll be right out. I’m slipping into something a little less comfortable, and a little more slutty."
S08,E15,Chandler,  ‘Candy and Cookie’. ‘Candy and Cookie?’ Monica got me porn?! Girl-on-girl porn?! She really must love me!! 
S08,E15,Chandler," I love you, St. Valentine."
S08,E15,Chandler," Woah, woah, that’s not pretty!"
S08,E15,Chandler, Worst porn ever! Worst porn ever! 
S08,E15,Chandler, I am trying!
S08,E15,Joey," Get the ball, ready? Get the ball, get the ball!  Well, you’re cute, but you’re not too smart!"
S08,E15,Joey,  Did I just throw this?
S08,E15,Rachel,  Hi.
S08,E15,Joey, Hi.
S08,E15,Rachel, I accidentally packed these with my stuff.  Who is this?
S08,E15,Joey," Oh, that’s, uh, that’s Phoebe’s friend’s dog. I don’t know what his real name is, but I call him Mozzarella."
S08,E15,Rachel,"  Oh, well, you are so cute! I wish I could play with you more, but I’ve got to go to work! I hope I stop talking like this before my marketing meeting, yes I do. Yes I do.  Bye-bye, Joey. Oh, I seriously can’t stop it. "
S08,E15,Joey,"  C’mere. Hey. C’mere. That’s Rachel. She’s the one who used to live here. Might as well be honest with you—we love her. But we can’t have her. I really miss her. Well, hey, you understand, right? You’re a guy.  Well, you used to be."
S08,E15,Monica,  So what do you think? 
S08,E15,Monica,  I’ve still got it!
S08,E15,Chandler,  Why did you get me this?
S08,E15,Monica, What is it?
S08,E15,Chandler," It’s yelling…bleeding…dilating. Oh, the dilating…"
S08,E15,Monica," Is this the video of the baby being born? Sweetie, this is Phoebe’s. Why were you even watching it?"
S08,E15,Chandler, I thought…maybe…you got me porn for Valentine’s Day.
S08,E15,Monica," Chandler, if you thought I was going to get you porn for Valentine’s Day…  you were right! Apparently, it’s about a young girl who moves to the big city, you know, in search of stardom, but ends up having sex with a lot of guys! Yeah, it got four starts!  Oh, wait a minute. Those aren’t stars. Anyway, you want to take a look?"
S08,E15,Chandler," Well, I’m not really in a sexy mood right now."
S08,E15,Monica," Honey, what’s going on?"
S08,E15,Chandler," Well, remember the first time we saw Jaws?"
S08,E15,Monica, Mm-hmm.
S08,E15,Chandler, How long it took to go back in the water?
S08,E15,Monica," Chandler, we can’t let this tape wreck Valentine’s Day!"
S08,E15,Chandler, You don’t know. You didn’t see it.
S08,E15,Monica," Child-birth, it’s a natural thing! It’s beautiful."
S08,E15,Chandler," Oh, beautiful? Really? Beautiful? You think this is beautiful? "
S08,E15,Monica," Oh! Oh, my God! No wonder my mother hates me!"
S08,E15,Chandler," See, honey, there’s—"
S08,E15,Monica, Don’t touch me!
S08,E15,Ross," Hey!  So, how was Atlantic City?"
S08,E15,Ross, Yeah?
S08,E15,Ross," Wha—? Oh, come on. You didn’t have to—saltwater taffy?!  Thanks! This is interesting. You know, most people think this is made with sea water, but it’s actually made with, uh, salted fresh water. That’s not interesting."
S08,E15,Ross, I do too! I missed you!
S08,E15,Ross," Oh, it was good! It was good. Actually, the baby started kicking!"
S08,E15,Ross, Yeah! I know! It was. Oh… the only sad thing is I wasn’t around when it happened for the first time.
S08,E15,Ross," Yeah, I’m missing out on all this other stuff, too. So, Joey suggested Rachel move in with me."
S08,E15,Ross, What?
S08,E15,Ross,  Huh…uh-huh.
S08,E15,Ross,  Just a second! 
S08,E15,Phoebe, How could you not tell Mona that Rachel is living with you?
S08,E15,Ross," I don’t know, she seemed to think it was such a crazy idea! Um, plus, she, uh, she got me taffy!"
S08,E15,Phoebe," Taffy, really? I’ve never had any."
S08,E15,Ross, Ever?!
S08,E15,Phoebe," Well, I think my mother was too busy planning her suicide to provide saltwater treats.  Thank you! So what, you’re just never going to tell her?"
S08,E15,Ross," Oh, no, no, no, I will! I just want to butter her up, first! You know, I’m going to take her to an amazing Valentine’s dinner. Do all this romantic stuff, and then, just when she thinks I’m the best boyfriend in the world, then I’m going to tell her that my pregnant ex-girlfriend is living with me."
S08,E15,Phoebe," If I haven’t said it before: she’s a lucky, lucky lady! So, where are you going to—what the mother of crap is up with this stuff?  Oh, God. Is it gum, is it food? What’s the deal?  Oh, it’s nice! May I try a pink one?"
S08,E15,Joey," So, between her and me being friends, and her history with Ross, it just isn’t going to happen. It would be like you falling in love with a cat."
S08,E15,Phoebe,  Hey!
S08,E15,Joey, Hey.
S08,E15,Phoebe," Hey, buddy. How’s my favorite dog, huh? How’s my favorite dog?  You’re subdued.  Did you give him a beer?"
S08,E15,Joey, No.
S08,E15,Phoebe," Will you excuse us, we need to talk for a moment."
S08,E15,Joey," Yeah, sure. Go ahead.  Oh, me, right!"
S08,E15,Phoebe, He’s miserable! What happened to him?
S08,E15,Joey, Nothing. We just talked about stuff.
S08,E15,Phoebe, What stuff?
S08,E15,Joey, Rachel stuff.
S08,E15,Phoebe," Oh…Joey, you bummed him out! This was the happiest dog in the world, and he spends half a day with you, and look at him!"
S08,E15,Joey, He’s breathing!
S08,E15,Phoebe," Okay, I’m going to take him back to Wendy’s."
S08,E15,Joey," No, no, no, no! He’s fine! Look, look, look!  Here’s your ball! Get your ball! Get your ball!  Get your ball! My God, what have I done to you, huh? I broke the dog! Pheebs, I broke the dog!"
S08,E15,Ross," Well, I’m, uh, going to pick up Mona. What have you got going tonight?"
S08,E15,Rachel," Oh, I’ve got big Valentine’s plans! I’ve got my Chinese food on the way, and the rest of your saltwater taffy!"
S08,E15,Ross," Y’know, it’s interesting! Most people think that’s made with seawater, when in fact—"
S08,E15,Rachel," Ross, we actually watched the documentary together."
S08,E15,Rachel, Ooh! My Chinese food! Let me get my cash! 
S08,E15,Ross,"  Mona? What are—hi! What are you doing here? I’m, um, supposed to pick you up!"
S08,E15,Ross, Ayyyayyyy!
S08,E15,Rachel,"  Oh, hey, Mona!"
S08,E15,Ross, I have no idea!
S08,E15,Rachel, I’ll be watching TV if anybody needs me. 
S08,E15,Ross," Uh…lately, she just likes hanging out here."
S08,E15,Ross, I think she’s lonely.
S08,E15,Ross, I know.
S08,E15,Ross," No, no. She’s way to emotional. And by emotional I mean crazy."
S08,E15,Rachel, I’m not here! That’s just my Chinese food!
S08,E15,Ross," Mm-hmm. She’s—she’s emotional, but, but ballsy."
S08,E15,Rachel," You know what I’m going to do? I’m going to get in my sweats, and eat this in bed! "
S08,E15,Ross," And you thought she was going to be in our way! So, why don’t you, uh, open the champagne, and I’ll be right back. I’ve got a surprise for you."
S08,E15,Ross,  Please start drinking! 
S08,E15,Rachel,  I’m just going to grab the phone.
S08,E15,Rachel," Oh, I’m sorry! Do you need the phone?"
S08,E15,Rachel,"  But, but, Mona, I live here."
S08,E15,Ross,  Happy Valentine’s Day! …Or something to remember me by.
S08,E15,Monica, How long has it been this time?
S08,E15,Chandler, 90 seconds.
S08,E15,Monica, That’s better. 90 seconds is a long time not to think about it…except all I did was think about it.
S08,E15,Chandler," You know, it haunts me? Up ‘til now, the worst thing I ever saw, was my father doing tequila shots off the naked houseboy. After this, I would gladly make that my screensaver!"
S08,E15,Monica," Okay, well, we have to get past this! Why don’t we get rid of the tape and pretend it never existed?"
S08,E15,Chandler, I can do that.
S08,E15,Monica, Okay.
S08,E15,Chandler, Okay. Now all we’ve got to do is get rid of this chair.
S08,E15,Monica," Oh, thank God!"
S08,E15,Chandler," Oh, I know!"
S08,E15,Monica, Come in!
S08,E15,Rachel,"  Hi! I’m so sorry to barge in on your Valentine’s, but I had to get away from all the yelling. Mona is dumping Ross."
S08,E15,Monica," Oh, my God."
S08,E15,Chandler, Poor Ross.
S08,E15,Chandler," Oh, great. We have to watch him do yoga in his underwear, but for this he closes the drapes!"
S08,E15,Monica," Rach, you know that birthing tape you wanted to see? It’s here."
S08,E15,Chandler," Oh, and we should warn you, before you watch it: don’t watch it."
S08,E15,Rachel, Why? You saw it? Is it scary?
S08,E15,Chandler," Well, let’s just say it’s ironic how footage of someone being born can make you want to kill yourself."
S08,E15,Rachel," Well, now, wait. Now I’m all freaked out. Come on, you guys will watch it with me."
S08,E15,Monica," No, but I will leave a sweater that smells like me right next to you!"
S08,E15,Rachel," C’mon, seriously, you guys, you’re not going to make me watch this alone!"
S08,E15,Monica," She’s right…of course not. Honey, get the tape."
S08,E15,Chandler,"  This reminds me of a very specific part of the tape.  Okay, here we go."
S08,E15,Rachel," Okay.  Ooh, my!  Woah! Why is that baby torturing that woman?!"
S08,E15,Chandler, Why have I seen this thing three times?!
S08,E15,Monica, It’s…still beautiful.
S08,E15,Rachel, Uh! It’s horrible!
S08,E15,Monica," I know! I know, I’m so sorry for you!"
S08,E15,Rachel," Oh, my God!"
S08,E15,Chandler," Wait, you guys, look!"
S08,E15,Rachel, What? Did her ass explode?!
S08,E15,Chandler," No, the baby’s out! Look, look!"
S08,E15,Monica," Oh, look at those little fingers and toes!"
S08,E15,Chandler, And look how happy the mom is now!
S08,E15,Monica, Oh…Rach!
S08,E15,Rachel," Oh, screw you guys, you don’t have to do it!"
S08,E15,Ross," Hey, hey, man!"
S08,E15,Joey," Hey, what’s up?"
S08,E15,Ross, Uh…Mona just dumped me.
S08,E15,Joey," Oh, man, I’m sorry. Why?"
S08,E15,Ross," Well, with everything that’s been going on lately, I haven’t exactly been the perfect boyfriend. You know, I, uh, I didn’t tell her I got Rachel pregnant. I gave her a key to my apartment, and then had the locks changed! And then I lied to her about Rachel moving in with me. In a way, I actually judge her for not breaking up with me sooner, you know?"
S08,E15,Joey," Still, that really sucks, man. Especially on Valentine’s Day."
S08,E15,Ross," Yeah. Wait a minute. What are you doing here? Joey Tribbiani without a date on Valentine’s Day? What’s going on, huh? Girl trouble?"
S08,E15,Joey, Sort of.
S08,E15,Ross, Really?!
S08,E15,Joey, You don’t have to seem so happy about it.
S08,E15,Ross," Oh, sorry. Well, look, maybe I can help you with it."
S08,E15,Joey," Oh, I…I d—"
S08,E15,Ross," Hey, whatever it is, I am sure it has happened to me. Y’know, actually once—once I got dumped during sex."
S08,E15,Ross," Anyway, so, uh, so what is it?"
S08,E15,Joey, Forget about it. It’s no big deal.
S08,E15,Ross, C’mon! Joey! What is it?
S08,E15,Joey, It’s nothing.
S08,E15,Ross," Hey, hey, it’s me. Why can’t you tell me?"
S08,E15,Joey," Okay, uh…sit down.  Um… there’s this woman that I like. A lot. But, uh…it can’t happen."
S08,E15,Ross, She’s not a Tribbiani?
S08,E15,Joey, No!
S08,E15,Ross," I knew it. So, is she someone from work?"
S08,E15,Joey, Yes.
S08,E15,Ross," Well, uh, does she like you?"
S08,E15,Joey," Sometimes I think maybe she could. But it doesn’t matter, because I can’t do anything about it."
S08,E15,Ross, Why not?
S08,E15,Joey," Well, it’s complicated. She’s with this other guy. For a long time. Someone from work, too. And I could never do that to the guy, because we’re really good friends."
S08,E15,Ross," So, uh, this guy, she used to go out with, is, uh… is he still in love with her?"
S08,E15,Joey, No. I don’t think so.
S08,E15,Ross, Okay. Um… is he a good guy?
S08,E15,Joey," Yeah, he’s the best."
S08,E15,Ross, Then talk to him! He might be fine with it.
S08,E15,Joey," Oh, I don’t know."
S08,E15,Ross," Joey, it’s worth finding out. I mean, if you really like her."
S08,E15,Joey," I do! So much! I can’t stop thinking about her! I can’t sleep, I—"
S08,E15,Ross," Okay, Joey, you know what? You have to go for it. How often does this happen to you, huh? You owe it to yourself."
S08,E15,Ross," I’m going to…uh…I’m going to, um, put the bourbon in it at home."
S08,E15,Joey," Oh, yeah."
S08,E15,Ross," Anyway… seriously, uh…just…just talk to the guy, okay? And tell me how it goes. "
S08,E15,Joey, It’s Rachel.
S08,E15,Rachel,"  You’re going to have a baby, and you need to be prepared. Now, you’re going to make yourself watch the whole thing. Just do it! "
S08,E15,Rachel,  Hmm…maybe it starts with how she gets pregnant.
S08,E16,Joey," There’s this woman, that I like.  A lot.  Well, it’s complicated.  She’s with this other guy.  For a long time.  And I could never do that to the guy, y’know?  ’Ccause we’re really good friends."
S08,E16,Ross," So, uh, this guy, she used to go out with, is, uh… is he a good guy?"
S08,E16,Joey," Yeah, he’s the best."
S08,E16,Ross, Then talk to him! He might be fine with it.
S08,E16,Joey," Oh, I don’t know."
S08,E16,Ross," Joey, it’s worth finding out. I mean, if you really like her."
S08,E16,Joey," I do! So much! I can’t stop thinking about her! I can’t sleep, I—"
S08,E16,Ross," Okay, Joey, you know what? You have to go for it. How often does this happen to you, huh? You owe it to yourself. "
S08,E16,Joey, It’s Rachel.
S08,E16,Ross,"  Did you um—I’m sorry, did you just say it’s Rachel?"
S08,E16,Joey, Yes.
S08,E16,Ross," Um, you…you like Rachel?"
S08,E16,Joey, Yes. I like Rachel.
S08,E16,Ross, Rachel?!
S08,E16,Joey,"  Yeah, okay but look, buy uh—Hey-hey, y’know, y’know who else I like? You! And it-it doesn’t get said enough. I like you Ross."
S08,E16,Ross, But R-R-Rachel-Rachel?!
S08,E16,Joey," Yeah, but it’s not a big deal."
S08,E16,Ross," It’s not a big deal? Oh, I’m sorry I just…um, I…what about all the stuff you-you just said? I mean how about, I like—you-you can’t stop thinking about her. Like how you can’t sleep?"
S08,E16,Joey," I’m an actor, y’know? As-as a group, we tend to be over dramatic."
S08,E16,Ross, Rachel who’s carrying my baby? Rachel?
S08,E16,Joey," Look no, I-I know it’s bad, and I know it’s wrong. Okay? But-but it’s not like anything’s ever gonna happen. Y’know? These-these are just feelings, they’re gonna go away."
S08,E16,Ross, Y’know what? I-I gotta go. 
S08,E16,Joey, Oh come on Ross! Hey Ross-Ross don’t…
S08,E16,Ross,  I just—y’know—I-I just have one—Rachel?!
S08,E16,Rachel," Oh-oh! Okay, she’s kicking!"
S08,E16,Chandler, Oh!  She’s growing inside you.
S08,E16,Rachel, Whoa!!
S08,E16,Chandler, Oh! 
S08,E16,Rachel, Wow that was a big one.
S08,E16,Chandler, I think that’s the youngest girl ever to reject me.
S08,E16,Phoebe,  Oh hey you guys!
S08,E16,Chandler, Oh hey!
S08,E16,Rachel, Hi!
S08,E16,Phoebe," Hey listen let me ask you, do you believe in soul mates?"
S08,E16,Rachel, Oh yes I do. I do. I believe that there is one perfect person out there for everyone. And do you know how you find him? You stop looking for him. That’s why I stopped looking for Russell Crowe. He’ll find me.
S08,E16,Phoebe," Uh-huh,  and you?"
S08,E16,Chandler," No. I mean I believe that uh, certain people are more suited for each other and I believe in falling in love, but soul mates, I don’t think they exist."
S08,E16,Phoebe," Okay, good."
S08,E16,Chandler, Why?
S08,E16,Phoebe," Well last night, I met Monica’s."
S08,E16,Chandler, What?
S08,E16,Phoebe," Yeah, I had a date with this guy, and I swear to God, he is her other half."
S08,E16,Chandler," Come on, don’t be crazy.  You don’t think there’s someone out there better suited for Monica than me, do ya? "
S08,E16,Rachel,"  Well, what’s he like?!"
S08,E16,Phoebe, Well he’s tall.
S08,E16,Rachel, Uh-huh.
S08,E16,Phoebe, He has brown hair.
S08,E16,Rachel," Of course, of course."
S08,E16,Chandler," A tall guy with hair similar to mine, oh unknowable universe!"
S08,E16,Phoebe, He works with food!
S08,E16,Rachel, Oh sure. Older?
S08,E16,Phoebe," Obviously, and he’s British."
S08,E16,Rachel," Oh, I was just gonna ask!"
S08,E16,Phoebe," Yeah? And, he’s-he’s so centered and mature and confident."
S08,E16,Rachel," Oh, it’s so sad they never had a chance to meet."
S08,E16,Chandler," Luckily, the guy she settled for can’t hear what you’re talking about."
S08,E16,Phoebe," Oh, I’m so sorry. Um, and maybe I’m wrong! I but—y’know I’m gonna go out with him again, I’ll find out more."
S08,E16,Chandler, You believe that this guy is destined for someone else and you’re still gonna date him?
S08,E16,Phoebe," Well, he may not be my soul mate, but a girl’s gotta eat."
S08,E16,Monica, Hey.
S08,E16,Ross, Hey.
S08,E16,Monica," I just talked to Joey, I just—I want to see how you were."
S08,E16,Ross," Oh y’know, I still—I can’t believe it. Joey and Rachel I mean it’s… It’s like you and me going out, only weirder!"
S08,E16,Monica," All right, I know you’re hurting, and-and I want to be supportive, but don’t say that again."
S08,E16,Ross," Oh my God! What if, what if they get married? Then he’d be the stepfather of my child."
S08,E16,Monica," Honey, I don’t think that’s something we need to worry about! First of all he’s-he’s never gonna tell her how he feels about her. And even if he did you have no idea how she’d react."
S08,E16,Ross," Sure, because women never like Joey. Y’know, I think he’s a virgin."
S08,E16,Monica, Joey…he’s not even thinking about going after Rachel!
S08,E16,Ross, He’s not?
S08,E16,Monica," No! All he’s thinking about is how you’re taking this! I mean, listen it’s totally freaking him out. He’s talking about moving to Vermont."
S08,E16,Ross, Why?
S08,E16,Monica, He says he wants to leave the country.  He thinks you hate him.
S08,E16,Ross," Hate him? I… No, I don’t hate him.  It’s just it’s Rachel, y’know?"
S08,E16,Monica," Honey I can’t even imagine how hard this must be for you. But, I don’t want you to lose Joey over it. And right now he just needs to know that you’re still his friend."
S08,E16,Ross," Okay. Okay, I’ll talk to him."
S08,E16,Monica," All right. Now do it soon, he just asked me how to convert his dollars into Vermont money."
S08,E16,Phoebe, Oh! Hi!
S08,E16,Monica, Hi!
S08,E16,Phoebe," Umm, Chandler, Monica, this is Don."
S08,E16,Phoebe,  Soul mate.
S08,E16,Chandler,  What?
S08,E16,Phoebe,  Soul mate.
S08,E16,Monica," So, what have you guys been doing?"
S08,E16,Monica," I know! What is this, 1985?!"
S08,E16,Monica, Not really.
S08,E16,Chandler, What’s wrong with sun-dried tomatoes?  On a barbecue chicken pizza?  No?
S08,E16,Monica," So Don, what-what other restaurants do you like?"
S08,E16,Monica," Oh my God! That’s my restaurant, I’m the chef there."
S08,E16,Monica, No!
S08,E16,Monica," Oh, I’d like a latte. Oh y’know what? If you’re gonna talk about me, I’m gonna go with you."
S08,E16,Chandler, What are you doing?!
S08,E16,Phoebe, Nothing! I swear to God I didn’t know you guys would be here! And the good news is you didn’t believe in soul mates. So…
S08,E16,Chandler," I believe in tall, handsome strangers who hit on my wife!"
S08,E16,Phoebe," They’re just talking, and y’know what? Just because I think they’re soul mates doesn’t mean anything’s gonna happen."
S08,E16,Monica,"  Phoebe, good work."
S08,E16,Phoebe, Yeah?
S08,E16,Monica," Yeah! Oh he’s great, I love him. "
S08,E16,Phoebe," Don’t worry, we’ll find you someone else."
S08,E16,Joey, Hey.
S08,E16,Ross, Hey.
S08,E16,Joey," Look, I understand if you came by to hit me, I deserve it."
S08,E16,Ross," No, I don’t want to hit you."
S08,E16,Joey, Oh what then? Kick me?
S08,E16,Ross, No.
S08,E16,Joey,  Bite me?
S08,E16,Ross," No, no I don’t want to do anything to you. All right? I just want to tell you that I’m not mad at you and…and that I certainly do not hate you. I just, I just came here to say that. "
S08,E16,Joey, Oh now—Hey Ross-Ross! Do you wanna-wanna come in for a beer or something?
S08,E16,Ross, Uh…yeah sure. 
S08,E16,Joey," Do uh, do you got any beer? All-all I got is this melon stuff that Rachel left. I don’t…"
S08,E16,Ross, Okay.
S08,E16,Joey,"  Hey look Ross, you need to understand something okay? I uh…I am never gonna act on this Rachel thing, okay? I-I would never do anything to jeopardize my friendship with you. "
S08,E16,Ross, Thank you.
S08,E16,Joey," Anyway, it uh…look it’ll just…take me a while to get over her, that’s all. I’m not even sure how to do that, I mean I’ve never been in love before so…"
S08,E16,Ross, What?! You’re in love with her.
S08,E16,Joey," Yeah, I thought you knew that."
S08,E16,Ross," Umm, no."
S08,E16,Joey," Wow. Hey look, if it helps, I don’t want to feel this way. Honest. I just keep thinking, ""Ah, I’ll get over this."" Y’know? I just—It just keeps gettin’ harder. I don’t, I don’t know what to do. Y’know? What do I do?"
S08,E16,Ross, I think you need to tell her how you feel.
S08,E16,Joey, Okay that’s the green stuff talkin’.
S08,E16,Ross," No, I’m serious. You-you need to find out where she is, because if she’s not where you are, then you can start to move past this."
S08,E16,Joey, But what if uh—and I’m not saying she will be—But…
S08,E16,Ross, If she is where you are then uh…then my feeling weird about it shouldn’t stand in the way.
S08,E16,Joey, Are you sure?
S08,E16,Ross," Yeah. Look if-if she’s gonna end up with somebody else, the truth is she couldn’t find a better guy. So…"
S08,E16,Joey, Hey thanks.
S08,E16,Ross, So when do you think you’re gonna talk to her?
S08,E16,Joey, Oh my God I have to tell her! I haven’t even thought about what I will say. What should I say?
S08,E16,Ross," I’m understanding, but let’s not get carried away."
S08,E16,Joey," I’m sorry, you’re right. What am I gonna say?  Oh!"
S08,E16,Ross," Yeah, tell me about it. "
S08,E16,Chandler," Cheese you say? That’s some pretty smelly work, huh Don?"
S08,E16,Chandler," Cheese, it’s smelly. You must smell a lot of the time too."
S08,E16,Monica," Me too! Yeah, Chandler can’t stand it. He won’t even allow me to have blue cheese in the house."
S08,E16,Monica," You know what I’d love to do? I would like to go to France and eat nothing but bread and cheese—Not even bread, just cheese. No, I want the bread. Yeah. Ah, and pastries…  And pate. Oh, I’m really not high, it’s just I used to be fat."
S08,E16,Chandler, Is it made of cheese?
S08,E16,Monica, I’d move in tomorrow!
S08,E16,Chandler,  Oh come on!  Are you listening to this?
S08,E16,Phoebe, I’m so sorry.
S08,E16,Chandler, What do we do?
S08,E16,Phoebe," I don’t know, they both want to live in a house of cheese! I don’t know how you fight that."
S08,E16,Joey," Okay. Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight.  Take a couple deep breaths.  Look confident. "
S08,E16,Rachel, Joey? What’s up?
S08,E16,Joey," I uh, I just came by because I-I want to talk to you about something."
S08,E16,Rachel, Okay what’s up?
S08,E16,Joey, Here? In the hall? What are we animals?
S08,E16,Rachel," Well honey, I’m late for a meeting. So can you just make it quick?"
S08,E16,Joey," Okay umm, I just came by to tell you that I…want to have dinner with you tonight. That’s all."
S08,E16,Rachel, Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay? 
S08,E16,Joey," Okay. That’s good. Okay, that give you a couple hours to prepare what you’re gonna say. Good. Yeah.  Don’t you people ever knock?!"
S08,E16,Monica, I’d like to have Don and Phoebe over. Wouldn’t that be nice?
S08,E16,Chandler," Sure, why don’t you set it up. I’ll just be over here, browsing through the personals."
S08,E16,Monica, Are you okay? You’ve been acting weird all afternoon.
S08,E16,Chandler," Yeah, fine. Fine. Not perfect!! But good enough."
S08,E16,Monica, Jeez! What is with you?
S08,E16,Chandler," I’m sorry, did you say cheese?"
S08,E16,Monica," All right, what’s going on?"
S08,E16,Chandler," Phoebe thinks you and Don are soul mates, and I don’t believe in that kind of stuff. But then you two totally get along. So look, I won’t stand in your way if you want to run off with Don and live in a house of cheese."
S08,E16,Monica," Chandler, you don’t believe in soul mates?"
S08,E16,Chandler, No. But I’m sure  ‘tomatoes’ does.
S08,E16,Monica, I don’t believe in soul mates either.
S08,E16,Chandler, You don’t?
S08,E16,Monica, No. I don’t think that you and I were destined to end up together. I think that we fell in love and work hard at our relationship. Some days we work really hard.
S08,E16,Chandler, So you…you don’t want to live with Don in a cheese house?
S08,E16,Monica," No, I’ve had second thoughts about that. Do you realize how hard that would be to clean?"
S08,E16,Chandler, I love you.
S08,E16,Monica, I know.
S08,E16,Chandler, Y’know what? I am going to take you out to dinner tonight. I found this place that makes the greatest mozzarella sticks and jalepino poppers .  No? Really? They taste so good.
S08,E16,Rachel, …and I know Chandler is kidding but it happens every time he touches my stomach. I mean I’m really worried the baby’s not going to like him.  Are you okay?
S08,E16,Joey," What? Yeah! Sure! Uh, look at the uh, the reason…—Is it hot in here?"
S08,E16,Rachel," No. Not-not for me, but why don’t you take off your sweater?"
S08,E16,Joey," I would, but this is a nice place and my T-shirt has a picture of Calvin doing Hobbs."
S08,E16,Rachel, Oh my God! Really?! Can I see it?
S08,E16,Joey, Yeah. Sure. 
S08,E16,Rachel," Huh. Wow, I wouldn’t think Hobbs would like that so much."
S08,E16,Joey, Uh… How long have we known each other?
S08,E16,Rachel," Um, seven…e-e-eight, eight years. Wow."
S08,E16,Joey," Uh-huh, long time."
S08,E16,Rachel, Yeah.
S08,E16,Joey, But over the past few weeks…
S08,E16,Joey," Actually uh, could you give us a second?"
S08,E16,Rachel, So you were saying?
S08,E16,Joey, I’m not quite sure.
S08,E16,Rachel," Okay, well you had asked me how long we had known each other, and I said, ""Eight years."" And the um, waiter came over and cut his tip in half, and umm…now here we are."
S08,E16,Joey," Yeah, here we are. Uhh… I… I think I’m…falling in love with you."
S08,E16,Rachel,  What?
S08,E16,Joey, I’m falling in love with you.
S08,E16,Rachel,"  Who are you talking too? Oh, you’re kidding! Oh, it’s a joke!  It’s funny. It’s funny. I don’t get it.  Oh.  Okay. Umm… I-I…uh, wow. Are you uh… How did umm… When?"
S08,E16,Joey, Does it really matter?
S08,E16,Rachel," Wow! Wow. Wow. Wow, it is hot in here."
S08,E16,Joey," Okay look Rach, I know this is a lot. You don’t have to say anything. You-you uh, you take as much time as you need.  Okay, you gotta say something!"
S08,E16,Rachel," Joey, Joey I love you so much, but I…"
S08,E16,Joey, But. 
S08,E16,Rachel, Joey.
S08,E16,Joey," Yeah-yeah right. That’s okay. That’s fine. That’s uh, pretty much what I was expecting. So uh, it’s no big deal. All right? I think I’m gonna go. "
S08,E16,Rachel," No! Joey please! Please don’t! Please don’t leave like this! Now come on, you cannot do this to a pregnant woman! "
S08,E16,Joey," Don’t start doing that. You can’t do that Rach, ‘cause then you’re gonna make me do that.  Oh, here we go! "
S08,E16,Rachel, Can I? 
S08,E16,Joey, Sure!
S08,E16,Rachel, Oh Joey honey I don’t…I don’t want to lose…
S08,E16,Joey," Hey-hey-hey, hey! You can’t. Okay? Ever!"
S08,E16,Rachel, I’m so sorry.
S08,E16,Joey," Oh no-no Rach, please, don’t be sorry. Okay? Don’t be sorry.  Y’know I was only kidding you."
S08,E16,Rachel," Yeah, that was a real good one."
S08,E17,Rachel, Joey? Are you in there?
S08,E17,Joey,  Oh God! That’s Rachel!
S08,E17,Monica," Joey, you have to talk to her!"
S08,E17,Joey," No-no, I can’t! I can’t! Not after the other night, it’s just it’s…too weird, okay? Don’t tell her I’m here!  Don’t eat that! "
S08,E17,Rachel, Hey!
S08,E17,Chandler, Hey!
S08,E17,Monica, Hey Rachel!
S08,E17,Rachel, Is Joey here?
S08,E17,Chandler, I don’t see him.  Do you see him?
S08,E17,Monica, I don’t see him. Hey! Maybe he’s in the sugar bowl!  Joey? Nope! 
S08,E17,Rachel," Well, at least you make each other laugh."
S08,E17,Monica, What’s up?
S08,E17,Rachel," Well, I haven’t seen him since that night that he told me how he y’know… I don’t know, I think he’s avoiding me. Why is that bagel on the floor?"
S08,E17,Monica, We were playing a game.
